time,latitude,longitude
1701650701.448089,42.3440215,-71.071518
1701650701.449563,42.344026166666666,-71.07150933333334
1701650701.4510252,42.344030833333335,-71.07150066666667
1701650701.4516826,42.3440355,-71.071492
1701650701.4526293,42.344040166666666,-71.07148316666667
1701650701.4596372,42.344044833333335,-71.07147433333333
1701650701.4610004,42.3440495,-71.07146566666667
1701650701.4626772,42.344054166666666,-71.071457
1701650701.463409,42.344058833333335,-71.07144833333334
1701650701.4641113,42.3440635,-71.0714395
1701650701.4665403,42.344068166666666,-71.07143083333334
1701650701.4708412,42.344072833333335,-71.07142216666666
1701650701.4719543,42.3440775,-71.07141333333334
1701650701.4751813,42.34408216666667,-71.0714045
1701650701.4765463,42.344086833333336,-71.07139583333333
1701650701.4776745,42.3440915,-71.071387
1701650701.4800024,42.34409616666667,-71.07137816666666
1701650701.4833817,42.344101,-71.07136916666667
1701650701.4853573,42.344105666666664,-71.07136033333333
1701650701.4963562,42.34411033333333,-71.07135133333334
1701650701.4978786,42.34411516666667,-71.07134233333333
1701650701.5021412,42.34411983333333,-71.07133333333333
1701650701.503685,42.344124666666666,-71.07132433333334
1701650701.5058393,42.3441295,-71.07131516666666
1701650701.507581,42.344134333333336,-71.071306
1701650701.5083928,42.344139166666665,-71.071297
1701650701.5118508,42.344144,-71.071288
1701650701.5138965,42.344148833333335,-71.071279
1701650701.5230486,42.344153666666664,-71.07127
1701650701.5250244,42.34415833333333,-71.07126116666667
1701650701.527497,42.344162833333336,-71.0712525
1701650701.5285044,42.34416733333333,-71.07124416666667
1701650701.529945,42.34417166666667,-71.071236
1701650701.531111,42.344176,-71.071228
1701650701.533326,42.34418016666667,-71.07122
1701650701.5356805,42.344184166666665,-71.0712125
1701650701.5375896,42.34418816666667,-71.071205
1701650701.5438662,42.34419183333333,-71.07119783333333
1701650701.5457315,42.344195666666664,-71.07119083333333
1701650701.5478458,42.344199333333336,-71.07118416666667
1701650701.549678,42.344202833333334,-71.0711775
1701650701.5516129,42.344206166666666,-71.071171
1701650701.5526056,42.3442095,-71.07116483333333
1701650701.5548162,42.344212666666664,-71.071159
1701650701.5579145,42.34421566666666,-71.07115316666666
1701650701.5597239,42.34421866666667,-71.07114766666666
1701650701.5653753,42.3442215,-71.07114233333333
1701650701.5719423,42.34422433333334,-71.071137
1701650701.573265,42.34422683333333,-71.071132
1701650701.5749521,42.3442295,-71.07112716666667
1701650701.5769267,42.344232,-71.0711225
1701650701.5785909,42.34423433333333,-71.07111783333333
1701650701.5796578,42.34423683333333,-71.07111333333333
1701650701.5827546,42.34423916666667,-71.07110883333333
1701650701.5838072,42.344241333333336,-71.07110466666667
1701650701.5874255,42.3442435,-71.0711005
1701650701.5898798,42.344245666666666,-71.07109666666666
1701650701.591259,42.344247833333334,-71.07109283333334
1701650701.592496,42.34425,-71.071089
1701650701.6001267,42.344252,-71.0710855
1701650701.6027458,42.344254,-71.071082
1701650701.6040308,42.344256,-71.0710785
1701650701.6066465,42.344258,-71.071075
1701650701.6088963,42.34426,-71.07107166666667
1701650701.610523,42.344262,-71.07106816666666
1701650701.6123784,42.344264,-71.07106466666667
1701650701.6138372,42.344266,-71.07106116666667
1701650701.6167824,42.344268,-71.07105766666666
1701650701.6224878,42.34427,-71.071054
1701650701.624664,42.34427183333333,-71.07105033333333
1701650701.6255374,42.34427383333333,-71.0710465
1701650701.6282268,42.344275833333334,-71.07104266666667
1701650701.6292536,42.344278,-71.07103883333333
1701650701.6354682,42.344280166666664,-71.07103483333333
1701650701.6373093,42.34428233333333,-71.07103066666667
1701650701.6477778,42.3442845,-71.07102633333334
1701650701.6493568,42.344286833333335,-71.07102183333333
1701650701.6541252,42.344289333333336,-71.07101733333333
1701650701.6582565,42.34429183333334,-71.0710125
1701650701.660164,42.34429433333333,-71.07100766666667
1701650701.6620038,42.344297,-71.0710025
1701650701.663327,42.34429983333333,-71.07099733333334
1701650701.6680472,42.344302666666664,-71.07099216666667
1701650701.668866,42.3443055,-71.07098683333334
1701650701.6759593,42.3443085,-71.07098116666667
1701650701.6772504,42.3443115,-71.0709755
1701650701.6788957,42.3443145,-71.07096983333334
1701650701.683686,42.34431766666667,-71.07096383333334
1701650701.6856527,42.344321,-71.07095783333334
1701650701.6882808,42.34432416666667,-71.0709515
1701650701.6907468,42.3443275,-71.07094516666666
1701650701.6922143,42.34433083333333,-71.07093883333333
1701650701.6937487,42.344334333333336,-71.07093233333333
1701650701.6958034,42.344337833333334,-71.07092566666667
1701650701.7008023,42.34434133333333,-71.070919
1701650701.7018433,42.344345,-71.07091216666667
1701650701.7037556,42.3443485,-71.07090533333333
1701650701.7064497,42.34435216666667,-71.0708985
1701650701.7071013,42.344355666666665,-71.0708915
1701650701.7104535,42.3443595,-71.0708845
1701650701.7124398,42.34436316666667,-71.0708775
1701650701.7135444,42.34436683333333,-71.07087033333333
1701650701.7150538,42.34437066666667,-71.070863
1701650701.7224038,42.3443745,-71.07085583333334
1701650701.724826,42.344378166666665,-71.0708485
1701650701.7272825,42.344382,-71.070841
1701650701.7302697,42.344385833333334,-71.0708335
1701650701.7323265,42.344389666666665,-71.07082616666666
1701650701.7340198,42.34439366666667,-71.0708185
1701650701.7358358,42.344397666666666,-71.07081083333334
1701650701.7411504,42.34440166666667,-71.07080316666666
1701650701.7435975,42.34440583333333,-71.0707955
1701650701.744586,42.34440983333333,-71.07078766666666
1701650701.7485952,42.34441416666667,-71.07077966666667
1701650701.7502482,42.34441833333333,-71.07077166666667
1701650701.7520173,42.3444225,-71.07076366666666
1701650701.7535214,42.34442683333333,-71.07075566666667
1701650701.7570808,42.344431166666666,-71.0707475
1701650701.75902,42.34443533333334,-71.07073933333334
1701650701.7590244,42.344439666666666,-71.07073133333333
1701650701.7662566,42.344444,-71.070723
1701650701.7698126,42.34444833333333,-71.07071466666666
1701650701.7725704,42.344452833333335,-71.0707065
1701650701.7750592,42.344457166666665,-71.07069833333334
1701650701.7797642,42.34446166666667,-71.07069
1701650701.7821295,42.34446633333334,-71.07068183333334
1701650701.7838907,42.34447083333333,-71.0706735
1701650701.7852058,42.3444755,-71.07066533333334
1701650701.7869809,42.34448016666666,-71.070657
1701650701.7893815,42.34448483333333,-71.07064866666667
1701650701.7902238,42.3444895,-71.0706405
1701650701.7968411,42.34449433333333,-71.070632
1701650701.7995622,42.344499166666665,-71.07062383333333
1701650701.802606,42.34450416666667,-71.0706155
1701650701.804683,42.344509,-71.07060716666666
1701650701.8115187,42.344514,-71.07059883333334
1701650701.811856,42.344519166666664,-71.07059066666666
1701650701.8127346,42.344524166666666,-71.0705825
1701650701.8141038,42.344529333333334,-71.07057416666666
1701650701.8159173,42.34453466666667,-71.07056583333333
1701650701.8170736,42.34454,-71.07055766666667
1701650701.8186874,42.344545333333336,-71.0705495
1701650701.821682,42.34455083333334,-71.0705415
1701650701.8225813,42.34455633333334,-71.0705335
1701650701.8271189,42.34456183333333,-71.0705255
1701650701.8293211,42.34456733333333,-71.07051783333333
1701650701.830515,42.344573,-71.07051016666666
1701650701.8317292,42.34457866666666,-71.07050266666667
1701650701.8331497,42.34458433333333,-71.07049533333333
1701650701.8359113,42.34459016666667,-71.07048783333333
1701650701.8386593,42.34459583333334,-71.0704805
1701650701.8399372,42.34460166666667,-71.07047333333334
1701650701.8412611,42.344607333333336,-71.07046616666666
1701650701.8470604,42.34461316666667,-71.070459
1701650701.8488224,42.344619,-71.070452
1701650701.8507488,42.344625,-71.07044516666667
1701650701.85357,42.34463083333333,-71.07043816666666
1701650701.8543189,42.344636666666666,-71.07043133333333
1701650701.8557193,42.344642666666665,-71.07042466666667
1701650701.8578324,42.3446485,-71.07041783333334
1701650701.8631701,42.34465433333333,-71.07041100000001
1701650701.8658488,42.34466033333333,-71.0704045
1701650701.8694937,42.344666333333336,-71.07039783333333
1701650701.873763,42.344672333333335,-71.07039133333333
1701650701.8767645,42.344678333333334,-71.07038483333334
1701650701.8791485,42.34468433333333,-71.0703785
1701650701.880114,42.3446905,-71.07037233333334
1701650701.8814683,42.3446965,-71.07036583333333
1701650701.8869,42.3447025,-71.0703595
1701650701.8895981,42.3447085,-71.07035316666666
1701650701.9060512,42.34471466666667,-71.07034666666667
1701650701.906053,42.34472066666667,-71.0703405
1701650701.9060552,42.344726666666666,-71.07033433333334
1701650701.9060574,42.34473283333333,-71.07032816666667
1701650701.9060616,42.34473883333333,-71.07032183333334
1701650701.912125,42.34474483333333,-71.07031566666667
1701650701.9121265,42.344751,-71.0703095
1701650701.9121277,42.34475716666667,-71.07030333333333
1701650701.9198267,42.34476316666667,-71.07029716666666
1701650701.9198296,42.344769166666666,-71.07029083333333
1701650701.919832,42.34477533333333,-71.07028483333333
1701650701.9267087,42.34478133333333,-71.07027866666667
1701650701.9267101,42.3447875,-71.0702725
1701650701.929112,42.3447935,-71.07026616666667
1701650701.9310865,42.3447995,-71.07026
1701650701.9310908,42.3448055,-71.070254
1701650701.9330335,42.3448115,-71.07024766666666
1701650701.9351673,42.3448175,-71.07024166666666
1701650701.9419007,42.3448235,-71.0702355
1701650701.943974,42.34482966666667,-71.0702295
1701650701.9482856,42.34483566666667,-71.07022316666666
1701650701.951375,42.3448415,-71.07021683333333
1701650701.9542766,42.344847666666666,-71.07021083333333
1701650701.9554079,42.3448535,-71.07020466666667
1701650701.9572043,42.3448595,-71.07019833333334
1701650701.9587226,42.3448655,-71.07019233333334
1701650701.9632282,42.344871499999996,-71.07018616666667
1701650701.9653645,42.344877333333336,-71.07018016666666
1701650701.9672148,42.34488316666667,-71.07017416666666
1701650701.9688692,42.344889333333334,-71.07016816666666
1701650701.9718742,42.34489516666667,-71.070162
1701650701.9736435,42.344901,-71.070156
1701650701.979402,42.344907,-71.07015033333333
1701650701.9819546,42.344913,-71.07014466666666
1701650701.983373,42.34491883333333,-71.07013866666667
1701650701.9854045,42.34492483333333,-71.07013266666667
1701650701.986758,42.3449305,-71.07012666666667
1701650701.9884086,42.34493633333334,-71.07012083333333
1701650701.9904602,42.34494216666667,-71.07011483333334
1701650701.9921162,42.344947833333336,-71.070109
1701650701.9935222,42.3449535,-71.070103
1701650701.995027,42.344959333333335,-71.07009716666667
1701650702.0029106,42.34496516666667,-71.0700915
1701650702.0064545,42.344970833333335,-71.0700855
1701650702.007783,42.34497666666667,-71.07008
1701650702.0088215,42.3449825,-71.07007433333334
1701650702.0143328,42.34498816666667,-71.07006866666667
1701650702.0159562,42.344993833333334,-71.07006283333334
1701650702.0185726,42.3449995,-71.07005716666667
1701650702.0212162,42.34500516666667,-71.0700515
1701650702.0242274,42.34501083333333,-71.07004583333334
1701650702.0279024,42.3450165,-71.07004016666667
1701650702.0368721,42.345022166666666,-71.07003466666667
1701650702.0399294,42.34502766666667,-71.070029
1701650702.039934,42.34503316666667,-71.0700235
1701650702.0417962,42.345038833333334,-71.070018
1701650702.044005,42.3450445,-71.07001283333334
1701650702.0460732,42.34505,-71.07000733333334
1701650702.0476265,42.3450555,-71.070002
1701650702.0533507,42.345061,-71.0699965
1701650702.0580325,42.3450665,-71.06999133333333
1701650702.0598564,42.345071833333336,-71.069986
1701650702.0613804,42.34507716666667,-71.06998083333333
1701650702.0628371,42.3450825,-71.0699755
1701650702.0641124,42.34508783333333,-71.06997033333333
1701650702.0655344,42.345093,-71.06996533333333
1701650702.068927,42.345098166666666,-71.06996016666666
1701650702.0700986,42.345103333333334,-71.06995533333334
1701650702.0769002,42.345108333333336,-71.06995033333334
1701650702.079743,42.345113166666664,-71.0699455
1701650702.082929,42.345118166666666,-71.0699405
1701650702.087096,42.34512316666667,-71.06993583333333
1701650702.0886993,42.345127833333336,-71.06993116666666
1701650702.0940173,42.345132666666665,-71.06992666666666
1701650702.099977,42.3451375,-71.06992233333334
1701650702.1037748,42.34514216666667,-71.069918
1701650702.1090608,42.3451465,-71.06991383333333
1701650702.111855,42.34515116666667,-71.06991
1701650702.1144023,42.3451555,-71.06990616666667
1701650702.1169212,42.34515966666667,-71.0699025
1701650702.1235757,42.34516383333333,-71.06989916666667
1701650702.1258337,42.34516766666667,-71.06989616666667
1701650702.1269648,42.3451715,-71.06989333333334
1701650702.1278255,42.345175166666664,-71.0698905
1701650702.1289604,42.345179,-71.069888
1701650702.1309013,42.345182666666666,-71.06988583333333
1701650702.1324136,42.3451865,-71.069884
1701650702.1341236,42.3451905,-71.06988233333334
1701650702.13631,42.345194666666664,-71.06988116666666
1701650702.137405,42.34519866666667,-71.06988016666666
1701650702.138574,42.345202666666665,-71.06987933333333
1701650702.1407044,42.345206833333336,-71.06987933333333
1701650702.1438146,42.345211,-71.0698795
1701650702.1451528,42.34521516666667,-71.06988
1701650702.1468112,42.34521933333333,-71.06988083333333
1701650702.148296,42.3452235,-71.06988166666666
1701650702.1501536,42.3452275,-71.069883
1701650702.155061,42.34523166666666,-71.0698845
1701650702.1583908,42.34523566666667,-71.06988633333333
1701650702.1595201,42.345239666666664,-71.06988833333334
1701650702.1606395,42.34524366666667,-71.06989066666667
1701650702.1620412,42.345247666666666,-71.06989333333334
1701650702.1635184,42.3452515,-71.06989633333333
1701650702.1713462,42.3452555,-71.06989933333334
1701650702.1780016,42.3452595,-71.069903
1701650702.1802495,42.345263333333335,-71.06990683333333
1701650702.1912954,42.345267,-71.069911
1701650702.194321,42.34527083333333,-71.06991533333333
1701650702.1958077,42.3452745,-71.06992
1701650702.1963818,42.345278,-71.069925
1701650702.1973414,42.345281666666665,-71.06993033333333
1701650702.2008975,42.345285,-71.06993583333333
1701650702.2023747,42.345288333333336,-71.06994166666667
1701650702.2042542,42.345291833333334,-71.06994766666666
1701650702.205774,42.345295166666666,-71.06995383333333
1701650702.2080953,42.345298666666665,-71.06996016666666
1701650702.2093096,42.345302,-71.06996666666667
1701650702.2104664,42.3453055,-71.06997316666667
1701650702.2119462,42.345308833333334,-71.06997983333333
1701650702.2156265,42.3453125,-71.06998666666667
1701650702.2168334,42.34531616666666,-71.06999333333333
1701650702.217919,42.34531966666667,-71.07000033333334
1701650702.2192993,42.34532333333333,-71.07000733333334
1701650702.2205532,42.345327,-71.07001433333333
1701650702.2274907,42.34533066666667,-71.07002133333333
1701650702.2297974,42.345334333333334,-71.07002833333334
1701650702.2310028,42.345338166666664,-71.07003533333334
1701650702.2321897,42.345341833333336,-71.07004233333333
1701650702.2343476,42.34534566666667,-71.07004933333333
1701650702.2381048,42.345349666666664,-71.070056
1701650702.2403803,42.3453535,-71.070063
1701650702.2460954,42.3453575,-71.07006983333333
1701650702.248624,42.3453615,-71.07007666666667
1701650702.2588449,42.345365666666666,-71.07008316666666
1701650702.2616785,42.34537,-71.0700895
1701650702.2631867,42.34537433333333,-71.070096
1701650702.2653804,42.345378833333335,-71.07010216666667
1701650702.2668889,42.34538333333333,-71.0701085
1701650702.2700193,42.345387833333334,-71.0701145
1701650702.2726312,42.345392333333336,-71.07012066666667
1701650702.2738593,42.345397166666665,-71.07012633333333
1701650702.2754326,42.345402,-71.070132
1701650702.277377,42.34540666666667,-71.07013783333333
1701650702.2791882,42.345411666666664,-71.0701435
1701650702.2812285,42.345416666666665,-71.070149
1701650702.283681,42.345422,-71.070154
1701650702.2868989,42.34542716666667,-71.07015916666667
1701650702.2931716,42.34543216666667,-71.07016416666667
1701650702.295593,42.3454375,-71.07016883333333
1701650702.2969117,42.34544283333334,-71.07017366666666
1701650702.2986848,42.3454485,-71.07017816666666
1701650702.3069687,42.345454,-71.07018233333334
1701650702.3095744,42.3454595,-71.07018683333334
1701650702.3107133,42.34546516666666,-71.07019116666666
1701650702.3123221,42.345470666666664,-71.07019533333333
1701650702.3135645,42.34547633333333,-71.07019916666667
1701650702.3146544,42.34548216666666,-71.07020283333334
1701650702.3162134,42.345488,-71.07020683333333
1701650702.325304,42.345493833333336,-71.07021066666667
1701650702.3323007,42.34549966666667,-71.07021466666667
1701650702.333817,42.34550566666667,-71.07021816666666
1701650702.334837,42.34551166666667,-71.07022166666667
1701650702.3364873,42.345517666666666,-71.0702255
1701650702.337939,42.345523666666665,-71.07022933333333
1701650702.339885,42.34552983333333,-71.07023283333334
1701650702.3476691,42.34553583333334,-71.07023633333333
1701650702.3487105,42.34554216666667,-71.07024016666666
1701650702.350913,42.34554833333333,-71.07024366666667
1701650702.3521054,42.3455545,-71.0702475
1701650702.3552344,42.34556083333333,-71.07025116666667
1701650702.3559217,42.34556716666667,-71.070255
1701650702.3576968,42.3455735,-71.070259
1701650702.3589869,42.345579666666666,-71.07026283333333
1701650702.3607755,42.345586,-71.07026683333333
1701650702.3627849,42.345592333333336,-71.0702705
1701650702.363434,42.34559866666667,-71.07027416666666
1701650702.3643017,42.345605166666665,-71.07027783333334
1701650702.3675053,42.34561166666667,-71.0702815
1701650702.369476,42.34561816666667,-71.070285
1701650702.3755007,42.345624666666666,-71.07028866666667
1701650702.3777401,42.345631166666664,-71.07029216666666
1701650702.3777416,42.34563766666667,-71.0702955
1701650702.3792846,42.345644166666666,-71.070299
1701650702.3814745,42.345650666666664,-71.07030233333333
1701650702.3831317,42.34565716666667,-71.07030583333334
1701650702.384857,42.34566366666667,-71.07030916666666
1701650702.3863237,42.345670166666665,-71.0703125
1701650702.3898842,42.34567666666667,-71.07031583333334
1701650702.3920348,42.34568316666667,-71.070319
1701650702.4051516,42.345689666666665,-71.07032233333334
1701650702.4069564,42.345696,-71.07032566666666
1701650702.4087431,42.345702333333335,-71.070329
1701650702.4103026,42.34570883333333,-71.070332
1701650702.4113686,42.345715166666665,-71.07033533333333
1701650702.412645,42.3457215,-71.07033866666667
1701650702.4136572,42.345727833333335,-71.070342
1701650702.4146428,42.34573416666667,-71.07034516666667
1701650702.4160473,42.34574033333333,-71.0703485
1701650702.426302,42.34574666666666,-71.0703515
1701650702.4263036,42.345752833333336,-71.07035483333334
1701650702.426305,42.34575916666667,-71.07035783333333
1701650702.4263065,42.34576533333333,-71.070361
1701650702.4289901,42.3457715,-71.070364
1701650702.4289918,42.34577766666666,-71.070367
1701650702.4306858,42.345783833333336,-71.07037
1701650702.4306872,42.34579,-71.070373
1701650702.433069,42.345796,-71.070376
1701650702.433071,42.345802166666665,-71.07037883333334
1701650702.4330728,42.345808166666664,-71.07038183333333
1701650702.4376342,42.34581416666666,-71.0703845
1701650702.4376357,42.34582016666667,-71.0703875
1701650702.4409227,42.34582616666667,-71.07039033333334
1701650702.4409242,42.34583216666667,-71.07039316666666
1701650702.4428055,42.34583816666667,-71.070396
1701650702.4428067,42.345844,-71.07039866666666
1701650702.4502337,42.34584983333333,-71.0704015
1701650702.4583616,42.345855666666665,-71.07040416666666
1701650702.4622753,42.3458615,-71.07040733333334
1701650702.4653833,42.34586733333333,-71.07041
1701650702.4695535,42.345873166666664,-71.07041266666667
1701650702.471678,42.34587883333333,-71.07041583333333
1701650702.4751425,42.3458845,-71.0704185
1701650702.4764595,42.34589,-71.0704215
1701650702.4776125,42.345895666666664,-71.07042433333334
1701650702.4785335,42.345901166666664,-71.0704275
1701650702.4800735,42.34590683333333,-71.07043066666667
1701650702.4824357,42.34591233333333,-71.0704335
1701650702.483485,42.345917666666665,-71.070437
1701650702.4848323,42.345923166666665,-71.0704395
1701650702.4893625,42.345928666666666,-71.07044266666666
1701650702.490792,42.34593383333333,-71.07044633333334
1701650702.4931161,42.34593916666667,-71.0704495
1701650702.494918,42.34594466666667,-71.07045283333333
1701650702.4964159,42.345949833333336,-71.07045633333334
1701650702.500408,42.345955000000004,-71.0704595
1701650702.5030499,42.34596,-71.07046266666667
1701650702.504718,42.3459655,-71.070466
1701650702.5057805,42.345970333333334,-71.07046933333334
1701650702.5067112,42.34597566666667,-71.0704725
1701650702.5106668,42.34598066666667,-71.070476
1701650702.5121078,42.345986,-71.070479
1701650702.5137208,42.345991166666664,-71.07048216666666
1701650702.5158198,42.34599633333333,-71.07048533333334
1701650702.5172274,42.3460015,-71.07048816666666
1701650702.5231054,42.34600666666667,-71.07049133333334
1701650702.5259473,42.346011833333336,-71.070494
1701650702.528458,42.346017,-71.07049716666667
1701650702.5323687,42.346022,-71.07050016666666
1701650702.5364969,42.34602733333333,-71.0705025
1701650702.5377316,42.3460325,-71.07050483333333
1701650702.5388403,42.346037833333334,-71.07050716666667
1701650702.5943887,42.346043,-71.0705095
1701650702.5943913,42.346048333333336,-71.070512
1701650702.5943935,42.3460535,-71.0705145
1701650702.5943947,42.3460585,-71.07051716666666
1701650702.5943968,42.3460635,-71.07051966666667
1701650702.594399,42.34606866666667,-71.07052216666666
1701650702.5944011,42.3460735,-71.07052483333334
1701650702.5944023,42.3460785,-71.07052716666666
1701650702.5944052,42.346083666666665,-71.070529
1701650702.5944076,42.3460885,-71.07053133333334
1701650702.5944097,42.3460935,-71.07053333333333
1701650702.594411,42.34609866666667,-71.0705355
1701650702.594413,42.3461035,-71.07053766666667
1701650702.5944152,42.34610833333333,-71.07053966666666
1701650702.5944173,42.34611316666667,-71.0705415
1701650702.59442,42.34611816666666,-71.07054333333333
1701650702.5944214,42.34612283333333,-71.07054483333333
1701650702.5944235,42.34612766666667,-71.0705465
1701650702.5944266,42.34613233333334,-71.07054833333333
1701650702.5944288,42.346137,-71.07054983333333
1701650702.594431,42.34614166666667,-71.07055133333333
1701650702.5944333,42.3461465,-71.07055283333334
1701650702.5944357,42.346151166666665,-71.0705545
1701650702.5944371,42.346155833333334,-71.07055583333333
1701650702.5944393,42.34616033333333,-71.07055733333333
1701650702.5944412,42.34616483333333,-71.070559
1701650702.5944436,42.3461695,-71.07056033333333
1701650702.5944448,42.346174,-71.07056216666666
1701650702.603336,42.3461785,-71.07056383333334
1701650702.6033375,42.34618283333333,-71.07056533333333
1701650702.6121624,42.34618733333333,-71.070567
1701650702.6121683,42.346191833333336,-71.07056866666667
1701650702.6121702,42.34619633333333,-71.07057033333334
1701650702.6121714,42.346200833333334,-71.07057216666666
1701650702.6121728,42.34620533333333,-71.07057416666666
1701650702.6191158,42.34621,-71.070576
1701650702.6191173,42.3462145,-71.07057783333333
1701650702.6191187,42.346219,-71.07058
1701650702.6191204,42.34622366666667,-71.07058183333334
1701650702.6240497,42.346228333333336,-71.07058383333333
1701650702.6240513,42.346233166666664,-71.070586
1701650702.6240528,42.34623783333333,-71.07058816666667
1701650702.6299698,42.34624266666667,-71.07059033333333
1701650702.6299713,42.34624766666666,-71.07059233333334
1701650702.6339102,42.3462525,-71.0705945
1701650702.6355226,42.346257333333334,-71.07059683333334
1701650702.6355262,42.346262,-71.0705995
1701650702.6368265,42.346267166666664,-71.070602
1701650702.6397595,nan,nan
1701650702.6478393,42.3462825,-71.0706095
1701650702.6506543,42.346293,-71.07061433333334
1701650702.6529617,42.34629833333333,-71.07061633333333
1701650702.655242,42.346303666666664,-71.070619
1701650702.656176,42.346309,-71.07062133333334
1701650702.6581647,42.3463145,-71.07062366666666
1701650702.6602561,42.34632,-71.07062633333334
1701650702.6638787,42.3463255,-71.07062916666666
1701650702.6653976,42.346331,-71.07063166666667
1701650702.6661618,42.346336666666666,-71.07063433333333
1701650702.6681502,42.346342166666666,-71.070637
1701650702.6700494,42.34634783333333,-71.07063933333333
1701650702.6715991,42.3463535,-71.07064183333334
1701650702.6732683,42.34635883333333,-71.0706445
1701650702.6775067,42.3463645,-71.070647
1701650702.67751,42.34637016666667,-71.0706495
1701650702.6789901,42.34637583333333,-71.07065183333333
1701650702.6805944,42.3463815,-71.0706545
1701650702.6815357,42.346387166666666,-71.070657
1701650702.6828685,42.34639283333333,-71.0706595
1701650702.688799,42.3463985,-71.070662
1701650702.6907012,42.346404166666666,-71.0706645
1701650702.6920369,42.346409666666666,-71.07066716666667
1701650702.6943262,42.34641516666667,-71.07066966666666
1701650702.6964707,42.34642083333333,-71.07067216666667
1701650702.697947,42.3464265,-71.07067433333333
1701650702.7071464,42.346432,-71.07067716666667
1701650702.708775,42.3464375,-71.0706795
1701650702.7128103,42.34644316666667,-71.07068216666667
1701650702.7150695,42.34644866666667,-71.07068466666666
1701650702.7154448,42.346454333333334,-71.07068716666667
1701650702.7285917,42.34646,-71.07068966666667
1701650702.7299447,42.34646566666667,-71.07069216666666
1701650702.7321723,42.346471333333334,-71.0706945
1701650702.7339122,42.346477166666666,-71.07069683333333
1701650702.735272,42.34648283333333,-71.0706995
1701650702.7366524,42.3464885,-71.07070183333333
1701650702.7389667,42.346494166666666,-71.0707045
1701650702.7563865,42.3465,-71.07070683333333
1701650702.7563882,42.34650583333333,-71.07070933333334
1701650702.7563896,42.346511666666665,-71.07071183333333
1701650702.7563913,42.34651733333333,-71.07071433333333
1701650702.756393,42.346523166666664,-71.07071683333334
1701650702.7563946,42.346528666666664,-71.07071983333333
1701650702.756396,42.34653466666666,-71.07072216666667
1701650702.7563977,42.34654033333333,-71.07072466666666
1701650702.7563992,42.34654616666667,-71.07072733333334
1701650702.7564006,42.346551833333336,-71.07072966666667
1701650702.756402,42.3465575,-71.07073233333334
1701650702.768067,42.346563333333336,-71.07073466666667
1701650702.7680695,42.34656916666667,-71.070737
1701650702.768072,42.346574833333335,-71.0707395
1701650702.768073,42.3465805,-71.07074216666666
1701650702.7680764,42.34658616666667,-71.07074466666667
1701650702.7719665,42.346591833333335,-71.070747
1701650702.7974157,42.3465975,-71.07074966666667
1701650702.7974186,42.34660316666667,-71.07075183333333
1701650702.797421,42.346608833333335,-71.0707545
1701650702.7974236,42.3466145,-71.07075683333333
1701650702.7974248,42.34662,-71.07075966666666
1701650702.7974274,42.3466255,-71.07076183333334
1701650702.7974298,42.34663116666667,-71.0707645
1701650702.7974322,42.3466365,-71.070767
1701650702.7974336,42.34664216666667,-71.07076933333333
1701650702.797436,42.34664766666667,-71.070772
1701650702.7974384,42.34665316666667,-71.07077433333333
1701650702.797441,42.34665866666667,-71.07077683333333
1701650702.8043127,42.34666416666666,-71.07077933333333
1701650702.8043146,42.3466695,-71.07078183333333
1701650702.8043163,42.34667483333333,-71.0707845
1701650702.8043175,42.346680166666665,-71.070787
1701650702.804319,42.3466855,-71.07078966666667
1701650702.8087597,42.346691,-71.07079216666666
1701650702.8087616,42.346696333333334,-71.0707945
1701650702.8112907,42.3467015,-71.070797
1701650702.8112936,42.34670666666667,-71.07079966666667
1701650702.8140001,42.34671183333333,-71.07080283333333
1701650702.8140018,42.346717,-71.07080533333334
1701650702.8181775,42.346722166666666,-71.07080716666667
1701650702.8213453,42.346727333333334,-71.0708095
1701650702.8225753,42.346732333333335,-71.07081233333334
1701650702.8236482,42.346737166666664,-71.07081533333333
1701650702.8246574,42.346742,-71.07081783333334
1701650702.8290408,42.346747,-71.07082
1701650702.83596,42.346752,-71.07082216666667
1701650702.8925576,42.346756666666664,-71.070825
1701650702.8925595,42.3467615,-71.07082766666667
1701650702.892561,42.34676616666667,-71.07083
1701650702.8925626,42.346771,-71.0708325
1701650702.892564,42.346775666666666,-71.07083466666667
1701650702.8925655,42.34678016666667,-71.070837
1701650702.892567,42.346784666666665,-71.0708395
1701650702.892568,42.346788833333335,-71.07084166666667
1701650702.8925698,42.346793,-71.07084383333333
1701650702.8925712,42.346797,-71.07084583333334
1701650702.8925726,42.346801,-71.07084766666667
1701650702.892574,42.346804666666664,-71.07084983333333
1701650702.8925755,42.346808333333335,-71.0708515
1701650702.8925772,42.346811833333334,-71.07085333333333
1701650702.8925788,42.34681533333333,-71.07085516666666
1701650702.8925805,42.346818666666664,-71.07085666666667
1701650702.892582,42.34682166666666,-71.07085833333333
1701650702.8925834,42.346824833333336,-71.07085983333333
1701650702.8925848,42.34682766666667,-71.07086116666666
1701650702.892586,42.34683016666666,-71.0708625
1701650702.8925967,42.346832666666664,-71.07086383333333
1701650702.8925993,42.34683483333333,-71.070865
1701650702.8926022,42.346836833333334,-71.070866
1701650702.8926034,42.34683866666666,-71.07086683333333
1701650702.892606,42.34684033333333,-71.0708675
